# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,單次工作階段頁數
003971,0.00
003972,0.00
003973,0.00
003974,0.00
003975,1.00
003976,1.00
003977,0.00
003978,0.00
003979,0.00
003980,0.00
003981,0.00
003982,1.00
003983,0.00
003984,0.00
003985,0.00
003986,0.00
003987,0.00
003988,0.00
003989,0.00
003990,0.00
003991,0.00
003992,0.00
003993,0.00
003994,1.50
003995,4.00
003996,0.00
003997,0.00
003998,0.00
003999,1.00
004000,4.00
004001,0.00
004002,7.00
004003,0.00
004004,1.00
004005,0.00
004006,0.00
004007,1.00
004008,0.00
004009,0.00
004010,1.00
004011,0.00
004012,0.00
004013,0.00
004014,0.00
004015,0.00
004016,0.00
004017,0.00
004018,8.00
004019,1.00
004020,10.50
004021,18.00
004022,0.00
004023,0.00
004024,1.00
004025,0.00
004026,0.00
004027,0.00
004028,0.00
004029,0.00
004030,0.00
004031,0.00
004032,0.00
004033,0.00
004034,1.00
004035,1.00
004036,0.00
004037,0.00
004038,0.00
004039,0.00
004040,26.50
004041,0.00
004042,0.00
004043,0.00
004044,0.00
004045,8.00
004046,9.00
004047,1.00
004048,0.00
004049,1.00
004050,0.00
004051,0.00
004052,0.00
004053,0.00
004054,0.00
004055,0.00
004056,1.00
004057,2.00
004058,1.00
004059,0.00
004060,0.00
004061,0.00
004062,0.00
004063,0.00
004064,0.00
004065,0.00
004066,1.00
004067,0.00
004068,0.00
004069,6.00
004070,0.00
004071,0.00
004072,4.00
004073,4.00
004074,0.00
004075,0.00
004076,10.00
004077,2.00
004078,0.00
004079,5.33
004080,0.00
004081,0.00
004082,7.00
004083,0.00
004084,1.00
004085,0.00
004086,0.00
004087,1.00
004088,1.00
004089,1.00
004090,0.00
004091,0.00
004092,1.00
004093,1.00
004094,60.00
004095,0.00
004096,6.00
004097,0.00
004098,0.00
004099,0.00
004100,0.00
004101,0.00
004102,1.00
004103,1.00
004104,0.00
004105,1.00
004106,1.00
004107,0.00
004108,0.00
004109,0.00
004110,0.00
004111,0.00
004112,1.00
004113,0.00
004114,0.00
004115,0.00
004116,0.00
004117,3.00
004118,0.00
004119,1.00
004120,1.00
004121,0.00
004122,0.00
004123,0.00
004124,1.00
004125,1.00
004126,0.00
004127,0.00
004128,0.00
004129,0.00
004130,0.00
004131,1.00
004132,0.00
004133,0.00
004134,0.00
004135,0.00
004136,1.00
004137,0.00
004138,2.50
004139,0.00
004140,0.00
004141,1.00
004142,1.00
004143,0.00
004144,0.00
004145,0.00
004146,0.00
004147,0.00
004148,0.00
004149,0.00
004150,2.00
004151,0.00
004152,1.00
004153,9.00
004154,0.00
004155,0.00
004156,0.00
004157,0.00
004158,1.00
004159,0.00
004160,0.00
004161,0.00
004162,1.00
004163,0.00
004164,0.00
004165,0.00
004166,0.00
004167,1.00
004168,0.00
004169,1.00
004170,0.00
004171,1.00
004172,0.00
004173,0.00
004174,0.00
004175,1.00
004176,0.00
004177,2.00
004178,10.00
004179,0.00
004180,0.00
004181,0.00
004182,0.00
004183,0.00
004184,0.00
004185,0.00
004186,0.50
004187,0.00
004188,0.00
004189,1.00
004190,0.00
004191,0.00
004192,0.50
004193,0.00
004194,2.50
004195,0.00
004196,22.00
004197,3.00
004198,45.00
004199,4.00
004200,11.50
004201,7.50
004202,0.00
004203,1.13
004204,1.00
004205,0.00
004206,0.00
004207,1.00
004208,20.00
004209,0.00
004210,0.00
004211,0.00
004212,0.00
004213,12.00
004214,0.00
004215,0.00
004216,0.00
004217,1.00
004218,0.00
004219,0.00
004220,0.00
004221,1.00
004222,1.00
004223,1.00
004224,0.00
004225,0.00
004226,0.00
004227,0.00
004228,0.00
004229,1.00
004230,0.00
004231,0.00
004232,1.00
004233,0.00
004234,5.00
004235,1.00
004236,1.00
004237,0.50
004238,7.00
004239,1.00
004240,1.00
004241,0.00
004242,0.00
004243,0.00
004244,0.00
004245,2.29
004246,0.00
004247,0.00
004248,3.00
004249,3.00
004250,0.00
004251,0.00
004252,0.00
004253,0.00
004254,0.00
004255,0.00
004256,0.00
004257,0.00
004258,0.00
004259,0.00
004260,0.00
004261,0.00
004262,0.00
004263,1.00
004264,1.10
004265,0.00
004266,0.00
004267,0.00
004268,0.00
004269,0.00
004270,14.00
004271,11.00
004272,1.00
004273,14.00
004274,0.00
004275,0.00
004276,0.00
004277,1.00
004278,1.00
004279,0.00
004280,4.00
004281,0.00
004282,1.00
004283,0.00
004284,0.00
004285,12.09
004286,10.71
004287,4.50
004288,14.60
004289,12.57
004290,27.00
004291,7.00
004292,19.00
004293,1.00
004294,4.00
004295,2.33
004296,1.00
004297,6.00
004298,0.00
004299,0.00
004300,0.00
004301,0.00
004302,0.00
004303,0.00
004304,1.00
004305,0.00
004306,33.00
004307,1.00
004308,0.00
004309,14.00
004310,1.00
004311,2.00
004312,3.00
004313,0.00
004314,0.00
004315,24.50
004316,0.00
004317,0.00
004318,2.50
004319,1.00
004320,1.00
004321,0.00
004322,0.00
004323,0.00
004324,1.00
004325,0.00
004326,0.00
004327,0.00
004328,0.00
004329,1.00
004330,0.00
004331,4.50
004332,1.00
004333,0.00
004334,1.00
004335,0.00
004336,1.00
004337,4.33
004338,0.00
004339,0.00
004340,1.00
004341,7.33
004342,1.00
004343,1.00
004344,1.00
004345,0.00
004346,0.00
004347,0.00
004348,0.00
004349,0.00
004350,0.00
004351,5.00
004352,0.00
004353,0.00
004354,0.00
004355,0.00
004356,2.00
004357,3.00
004358,1.00
004359,0.00
004360,0.00
004361,1.00
004362,1.00
004363,0.00
004364,0.00
004365,0.00
004366,0.00
004367,10.33
004368,1.00
004369,0.00
004370,17.00
004371,1.00
004372,0.00
004373,0.00
004374,0.00
004375,0.00
004376,27.50
004377,0.00
004378,0.00
004379,16.00
004380,0.00
004381,0.00
004382,0.00
004383,2.00
004384,1.00
004385,1.00
004386,0.00
004387,5.00
004388,1.00
004389,0.00
004390,0.00
004391,2.20
004392,1.00
004393,0.00
004394,0.00
004395,0.00
004396,0.00
004397,1.00
004398,0.00
004399,0.00
004400,1.00
004401,0.00
004402,1.00
004403,40.00
004404,0.00
004405,11.50
004406,1.00
004407,1.00
004408,0.00
004409,1.00
004410,19.00
004411,1.00
004412,1.00
004413,3.00
004414,7.00
004415,1.00
004416,0.00
004417,1.00
004418,0.00
004419,0.00
004420,0.00
004421,0.00
004422,0.00
004423,0.00
004424,0.00
004425,0.00
004426,0.00
004427,1.00
004428,0.00
004429,2.67
004430,35.00
004431,1.00
004432,2.00
004433,0.00
004434,0.00
004435,1.54
004436,2.50
004437,14.00
004438,16.17
004439,1.04
004440,1.00
004441,19.67
004442,0.00
004443,17.00
004444,10.00
004445,0.00
004446,0.00
004447,0.00
004448,0.00
004449,1.00
004450,0.00
004451,13.00
004452,0.00
004453,3.00
004454,0.00
004455,11.00
004456,0.00
004457,0.00
004458,2.00
004459,4.33
004460,0.00
004461,0.00
004462,3.00
004463,1.00
004464,1.00
004465,0.00
004466,0.00
004467,0.00
004468,0.00
004469,0.00
004470,0.00
004471,0.00
004472,1.00
004473,1.00
004474,1.00
004475,0.00
004476,0.00
004477,0.00
004478,5.00
004479,1.00
004480,0.00
004481,0.00
004482,15.00
004483,0.00
004484,15.33
004485,1.50
004486,18.29
004487,4.00
004488,2.33
004489,2.00
004490,0.00
004491,0.00
004492,0.00
004493,0.00
004494,0.00
004495,0.00
004496,3.00
004497,0.00
004498,6.25
004499,0.00
004500,0.00
004501,0.00
004502,0.00
004503,0.00
004504,0.00
004505,0.00
004506,18.00
004507,19.50
004508,3.00
004509,1.00
004510,1.00
004511,10.00
004512,1.00
004513,1.00
004514,1.00
004515,0.00
004516,0.00
004517,0.00
004518,1.00
004519,1.00
004520,0.00
004521,0.00
004522,0.00
004523,8.00
004524,2.00
004525,0.00
004526,0.00
004527,33.00
004528,20.00
004529,35.00
004530,1.00
004531,0.00
004532,0.00
004533,5.00
004534,6.00
004535,1.50
004536,17.00
004537,0.00
004538,1.00
004539,0.00
004540,0.00
004541,0.00
004542,0.00
004543,0.00
004544,41.00
004545,0.00
004546,0.00
004547,0.00
004548,2.00
004549,2.50
004550,13.00
004551,0.00
004552,6.00
004553,0.00
004554,0.00
004555,0.00
004556,0.00
004557,1.00
004558,0.00
004559,8.00
004560,1.50
004561,2.00
004562,4.00
004563,0.00
004564,6.00
004565,0.00
004566,0.00
004567,0.00
004568,0.00
004569,11.00
004570,0.00
004571,0.00
004572,3.00
004573,1.00
004574,19.00
004575,0.00
004576,0.00
004577,0.00
004578,1.00
004579,1.00
004580,1.00
004581,0.00
004582,0.00
004583,2.00
004584,0.00
004585,1.00
004586,0.00
004587,1.00
004588,0.00
004589,0.00
004590,0.00
004591,0.00
004592,0.00
004593,0.00
004594,0.00
004595,0.00
004596,1.00
004597,0.00
004598,1.00
004599,0.00
004600,0.00
004601,0.00
004602,1.00
004603,1.96
004604,0.00
004605,0.00
004606,0.00
004607,0.00
004608,1.00
004609,1.00
004610,0.00
004611,0.00
004612,0.00
004613,0.00
004614,0.00
004615,0.00
004616,1.00
004617,1.00
004618,0.00
004619,3.00
004620,3.00
004621,0.00
004622,0.00
004623,0.00
004624,1.00
004625,1.00
004626,20.50
004627,0.00
004628,32.00
004629,0.00
004630,1.00
004631,0.00
004632,0.00
004633,1.00
004634,0.00
004635,0.00
004636,0.00
004637,0.00
004638,0.00
004639,1.00
004640,5.00
004641,0.00
004642,0.00
004643,0.00
004644,0.00
004645,2.00
004646,0.00
004647,0.00
004648,11.00
004649,15.67
004650,1.00
004651,0.00
004652,0.00
004653,1.00
004654,9.00
004655,8.33
004656,2.00
004657,0.00
004658,0.00
004659,1.00
004660,0.00
004661,0.00
004662,0.00
004663,0.00
004664,0.00
004665,0.00
004666,0.00
004667,0.00
004668,0.00
004669,0.00
004670,25.00
004671,4.67
004672,0.00
004673,0.00
004674,0.00
004675,0.00
004676,1.00
004677,0.00
004678,0.00
004679,0.00
004680,0.00
004681,0.00
004682,0.00
004683,0.00
004684,0.00
004685,0.00
004686,0.00
004687,0.00
004688,1.00
004689,1.00
004690,0.00
004691,0.00
004692,0.00
004693,1.00
004694,0.00
004695,13.00
004696,20.00
004697,0.00
004698,0.00
004699,7.00
004700,0.00
004701,0.00
004702,0.00
004703,0.00
004704,1.29
004705,0.00
004706,0.00
004707,0.00
004708,0.00
004709,0.00
004710,0.00
004711,0.00
004712,29.00
004713,0.00
004714,0.00
004715,0.00
004716,0.00
004717,0.00
004718,7.50
004719,0.00
004720,0.00
004721,0.00
004722,1.00
004723,1.00
004724,4.00
004725,0.00
004726,6.00
004727,0.00
004728,3.50
004729,1.04
004730,0.00
004731,0.00
004732,0.00
004733,0.00
004734,0.00
004735,0.00
004736,0.00
004737,1.00
004738,0.00
004739,1.00
004740,1.00
004741,1.00
004742,3.00
004743,4.50
004744,1.21
004745,42.00
004746,4.00
004747,0.00
004748,0.00
004749,5.00
004750,8.33
004751,2.00
004752,1.00
004753,3.00
004754,0.00
004755,6.33
004756,1.00
004757,0.00
004758,0.00
004759,0.00
004760,0.00
004761,1.00
004762,1.00
004763,0.00
004764,5.00
004765,0.00
004766,0.00
004767,0.00
004768,0.00
004769,54.00
004770,2.00
004771,0.00
004772,41.00
004773,47.00
004774,0.00
004775,0.00
004776,1.00
004777,0.00
004778,0.00
004779,0.00
004780,0.00
004781,0.00
004782,0.00
004783,0.00
004784,0.00
004785,0.00
004786,16.00
004787,6.00
004788,0.00
004789,33.00
004790,0.00
004791,2.00
004792,1.00
004793,0.00
004794,0.00
004795,0.00
004796,0.00
004797,0.00
004798,0.00
004799,0.00
004800,0.00
004801,3.00
004802,16.00
004803,0.00
004804,0.00
004805,1.04
004806,0.00
004807,1.09
004808,0.00
004809,0.00
004810,0.00
004811,8.67
004812,0.00
004813,0.00
004814,0.00
004815,5.00
004816,18.33
004817,0.00
004818,3.50
004819,1.00
004820,0.00
004821,1.00
004822,1.00
004823,1.00
004824,1.00
004825,3.00
004826,0.00
004827,0.00
004828,0.00
004829,1.05
004830,0.00
004831,0.00
004832,0.00
004833,0.00
004834,0.00
004835,5.50
004836,1.00
004837,0.00
004838,0.00
004839,0.00
004840,0.00
004841,0.00
004842,0.00
004843,1.25
004844,1.00
004845,0.00
004846,1.00
004847,0.00
004848,5.00
004849,0.00
004850,0.00
004851,0.00
004852,0.00
004853,0.00
004854,0.00
004855,0.00
004856,18.00
004857,0.00
004858,6.00
004859,0.00
004860,0.00
004861,3.00
004862,10.00
004863,0.00
004864,15.00
004865,0.00
004866,0.00
004867,0.00
004868,0.00
004869,1.00
004870,0.00
004871,44.00
004872,0.00
004873,0.00
004874,0.00
004875,0.00
004876,0.00
004877,0.00
004878,0.00
004879,0.00
004880,25.50
004881,0.00
004882,0.00
004883,0.00
004884,1.00
004885,0.00
004886,0.00
004887,0.00
004888,16.00
004889,5.50
004890,0.00
004891,0.00
004892,0.00
004893,0.00
004894,5.00
004895,3.00
004896,0.00
004897,1.22
004898,0.00
004899,5.00
004900,0.00
004901,0.00
004902,0.00
004903,0.00
004904,0.00
004905,0.00
004906,51.00
004907,17.67
004908,20.00
004909,1.73
004910,17.00
004911,24.33
004912,0.00
004913,38.00
004914,10.00
004915,3.00
004916,10.00
004917,2.00
004918,5.00
004919,0.00
004920,0.00
004921,0.00
004922,0.00
004923,1.00
004924,0.00
004925,0.00
004926,0.00
004927,0.00
004928,1.00
004929,2.50
004930,104.00
004931,1.00
004932,2.00
004933,1.00
004934,49.00
004935,0.00
004936,0.00
004937,0.00
004938,0.00
004939,0.00
004940,0.00
004941,0.00
004942,0.00
004943,0.00
004944,13.00
004945,14.00
004946,0.00
004947,3.00
004948,1.00
004949,0.00
004950,2.50
004951,0.00
004952,0.00
004953,1.08
004954,0.00
004955,3.50
004956,0.00
004957,0.00
004958,1.00
004959,0.00
004960,11.00
004961,1.00
004962,25.00
004963,0.00
004964,0.00
004965,0.00
004966,1.00
004967,6.00
004968,3.00
004969,0.00
004970,0.00
004971,0.00
004972,1.46
004973,0.00
004974,0.00
004975,1.00
004976,1.00
004977,1.06
004978,0.00
004979,1.00
004980,0.00
004981,0.00
004982,0.00
004983,5.00
004984,1.00
004985,0.00
004986,0.00
004987,0.00
004988,0.00
004989,0.00
004990,1.00
004991,10.00
004992,3.00
004993,0.00
004994,0.00
004995,0.00
004996,0.00
004997,0.00
004998,0.00
004999,0.50
005000,2.00
005001,0.00
005002,10.00
005003,27.50
005004,1.00
005005,4.00
005006,0.00
005007,3.00
005008,0.00
005009,1.00
005010,0.00
005011,0.00
005012,0.00
005013,0.00
005014,11.00
005015,0.00
005016,1.00
005017,0.00
005018,0.00
005019,1.00
005020,0.00
005021,0.00
005022,0.00
005023,1.00
005024,1.00
005025,1.00
005026,1.00
005027,3.00
005028,6.00
005029,0.00
005030,6.00
005031,0.00
005032,1.00
005033,0.00
005034,0.00
005035,11.00
005036,0.00
005037,17.67
005038,0.00
005039,0.00
005040,14.00
005041,0.00
005042,0.00
005043,0.00
005044,0.00
005045,0.00
005046,0.00
005047,0.00
005048,0.00
005049,0.00
005050,0.00
005051,0.00
005052,0.00
005053,1.00
005054,75.00
005055,6.00
005056,3.00
005057,17.00
005058,0.00
005059,0.00
005060,12.00
005061,0.00
005062,0.00
005063,0.00
005064,0.00
005065,5.00
005066,17.00
005067,1.00
005068,0.00
005069,0.00
005070,0.00
005071,0.00
005072,37.50
005073,0.00
005074,2.00
005075,6.00
005076,3.50
005077,7.00
005078,4.00
005079,0.00
005080,1.00
005081,1.00
005082,1.12
005083,0.00
005084,7.50
005085,0.00
005086,4.00
005087,7.00
005088,2.50
005089,0.00
005090,21.00
005091,0.00
005092,0.00
005093,0.00
005094,0.00
005095,0.00
005096,0.00
005097,1.00
005098,1.04
005099,1.00
005100,0.00
005101,0.00
005102,4.00
005103,0.00
005104,0.00
005105,0.00
005106,0.00
005107,0.00
005108,17.00
005109,0.00
005110,1.41
005111,1.00
005112,2.50
005113,4.50
005114,0.00
005115,1.09
005116,0.00
005117,0.00
005118,1.00
005119,0.00
005120,0.00
005121,0.00
005122,1.00
005123,5.00
005124,1.00
005125,0.00
005126,0.00
005127,1.00
005128,1.00
005129,5.50
005130,0.00
005131,0.00
005132,0.00
005133,1.00
005134,1.07
005135,15.00
005136,1.11
005137,1.00
005138,0.00
005139,0.00
005140,0.00
005141,0.00
005142,0.00
005143,0.00
005144,0.00
005145,0.00
005146,2.67
005147,0.00
005148,28.00
005149,0.00
005150,0.00
005151,1.00
005152,1.29
005153,0.00
005154,11.00
005155,1.00
005156,0.00
005157,15.00
005158,0.00
005159,0.00
005160,0.00
005161,0.00
005162,0.00
005163,0.00
005164,0.00
005165,32.00
005166,0.00
005167,0.00
005168,1.00
005169,1.00
005170,26.50
005171,1.00
005172,0.00
005173,0.00
005174,7.00
005175,0.00
005176,0.00
005177,0.00
005178,0.00
005179,0.00
005180,0.00
005181,9.00
005182,8.00
005183,9.67
005184,13.50
005185,0.00
005186,0.00
005187,1.00
005188,0.00
005189,0.00
005190,0.00
005191,0.00
005192,0.00
005193,0.00
005194,1.00
005195,11.00
005196,10.00
005197,0.00
005198,24.00
005199,32.00
005200,1.00
005201,0.00
005202,17.00
005203,10.00
005204,0.00
005205,6.43
005206,8.50
005207,0.00
005208,1.00
005209,0.00
005210,0.00
005211,0.00
005212,1.00
005213,0.00
005214,5.00
005215,2.00
005216,1.00
005217,0.00
005218,6.00
005219,1.67
005220,12.50
005221,0.00
005222,0.00
005223,2.67
005224,0.00
005225,13.00
005226,0.00
005227,9.50
005228,3.50
005229,0.00
005230,14.00
005231,1.00
005232,3.60
005233,3.00
005234,0.00
005235,0.00
005236,9.00
005237,0.00
005238,27.00
005239,0.00
005240,3.00
005241,1.00
005242,5.67
005243,0.00
005244,3.00
005245,8.00
005246,5.00
005247,1.00
005248,6.00
005249,0.00
005250,0.00
005251,5.00
005252,29.00
005253,1.00
005254,0.00
005255,5.00
005256,5.50
005257,4.00
005258,0.00
005259,0.00
005260,1.00
005261,1.00
005262,0.00
005263,0.00
005264,5.00
005265,28.00
005266,0.00
005267,6.33
005268,0.00
005269,0.00
005270,0.00
005271,21.50
005272,0.00
005273,0.00
005274,0.00
005275,0.00
005276,0.00
005277,0.50
005278,1.00
005279,0.00
005280,5.33
005281,0.00
005282,0.00
005283,9.00
005284,0.00
005285,5.00
005286,0.00
005287,0.00
005288,0.00
005289,1.00
005290,0.00
005291,6.00
005292,1.50
005293,8.00
005294,2.00
005295,0.00
005296,0.00
005297,0.00
005298,2.00
005299,2.00
005300,0.00
005301,0.00
005302,0.00
005303,7.50
005304,4.50
005305,5.00
005306,0.00
005307,0.00
005308,0.00
005309,0.00
005310,0.00
005311,1.00
005312,9.00
005313,1.00
005314,9.75
005315,2.67
005316,0.00
005317,7.33
005318,4.00
005319,20.00
005320,16.00
005321,19.67
005322,10.00
005323,7.00
005324,0.00
005325,1.00
005326,0.00
005327,19.00
005328,0.00
005329,1.00
005330,1.00
005331,0.00
005332,0.00
005333,0.00
005334,0.00
005335,36.00
005336,2.00
005337,0.00
005338,1.00
005339,15.25
005340,0.00
005341,0.00
005342,3.00
005343,3.00
005344,0.00
005345,2.67
005346,7.67
005347,0.00
005348,0.00
005349,0.00
005350,7.67
005351,6.00
005352,3.33
005353,5.00
005354,0.00
005355,0.00
005356,0.00
005357,0.00
005358,0.00
005359,0.00
005360,0.00
005361,1.00
005362,0.00
005363,6.50
005364,0.00
005365,1.00
005366,13.00
005367,0.00
005368,11.00
005369,31.50
005370,93.00
005371,0.00
005372,1.00
005373,1.20
005374,6.00
005375,0.00
005376,0.00
005377,1.00
005378,0.00
005379,3.00
005380,0.00
005381,0.00
005382,1.00
005383,6.00
005384,4.56
005385,4.82
005386,7.30
005387,9.27
005388,11.86
005389,3.11
005390,3.83
005391,4.67
005392,5.89
005393,9.75
005394,1.50
005395,12.80
005396,11.88
005397,3.89
005398,9.75
005399,7.78
005400,11.17
005401,7.00
005402,1.00
005403,0.00
005404,1.00
005405,0.00
005406,6.50
005407,0.00
005408,10.50
005409,2.00
005410,6.00
005411,9.50
005412,16.25
005413,7.57
005414,22.00
005415,9.00
005416,5.50
005417,6.00
005418,3.50
005419,2.00
005420,20.00
005421,20.80
005422,0.00
005423,4.50
005424,21.33
005425,0.00
005426,4.00
005427,0.00
005428,1.07
005429,0.00
005430,0.00
005431,0.00
005432,0.00
005433,1.50
005434,1.00
005435,3.33
005436,10.50
005437,0.00
005438,11.00
005439,11.00
005440,1.00
005441,1.33
005442,9.80
005443,14.00
005444,17.75
005445,16.50
005446,11.67
005447,9.67
005448,11.25
005449,8.67
005450,1.40
005451,0.00
005452,0.00
005453,0.00
005454,0.00
005455,0.00
005456,2.33
005457,0.00
005458,3.50
005459,1.00
005460,2.50
005461,1.00
005462,1.00
005463,1.67
005464,1.33
005465,2.20
005466,3.00
005467,3.00
005468,1.00
005469,1.50
005470,1.88
005471,2.50
005472,2.00
005473,0.00
005474,1.04
005475,0.00
005476,0.00
005477,1.00
005478,0.00
005479,0.00
005480,0.00
005481,1.00
005482,3.25
005483,1.67
005484,1.00
005485,2.00
005486,2.25
005487,2.43
005488,1.00
005489,1.14
005490,2.00
005491,2.67
005492,1.67
005493,2.00
005494,2.67
005495,1.00
005496,1.00
005497,1.25
005498,2.00
005499,0.00
005500,3.00
005501,5.00
005502,2.00
005503,1.67
005504,1.11
005505,3.00
005506,1.91
005507,1.75
005508,2.33
005509,2.38
005510,1.75
005511,1.57
005512,1.34
005513,1.90
005514,2.33
005515,1.50
005516,1.50
005517,2.57
005518,2.33
005519,3.00
005520,3.20
005521,0.00
005522,3.00
005523,8.00
005524,0.00
005525,0.00
005526,1.50
005527,0.00
005528,1.67
005529,2.00
005530,1.33
005531,3.33
005532,0.00
005533,2.00
005534,2.25
005535,2.00
005536,2.50
005537,1.00
005538,2.00
005539,1.00
005540,0.00
005541,2.00
005542,1.00
005543,1.00
005544,1.00
005545,1.00
005546,1.00
005547,0.00
005548,0.00
005549,0.00
005550,1.00
005551,0.00
005552,8.00
005553,3.00
005554,1.62
005555,3.00
005556,0.00
005557,1.20
005558,1.00
005559,1.50
005560,1.60
005561,1.00
005562,0.00
005563,2.50
005564,1.00
005565,2.50
005566,1.00
005567,1.00
005568,1.00
005569,0.00
005570,0.00
005571,0.00
005572,1.00
005573,0.00
005574,1.33
005575,1.00
005576,1.15
005577,1.33
005578,5.50
005579,1.25
005580,2.25
005581,2.50
005582,2.33
005583,1.00
005584,1.00
005585,0.67
005586,2.00
005587,1.00
005588,18.00
005589,4.77
005590,10.30
005591,1.00
005592,0.00
005593,1.50
005594,0.00
005595,1.00
005596,1.00
005597,0.00
005598,0.00
005599,0.00
005600,0.00
005601,1.07
005602,14.50
005603,0.00
005604,0.00
005605,1.21
005606,0.00
005607,0.00
005608,1.17
005609,1.90
005610,1.85
005611,1.00
005612,1.00
005613,1.00
005614,9.17
005615,1.00
005616,10.25
005617,6.00
005618,2.00
005619,7.33
005620,18.00
005621,0.00
005622,1.00
005623,1.00
005624,0.00
005625,0.00
005626,0.00
005627,1.00
005628,1.14
005629,2.00
005630,5.00
005631,6.33
005632,12.00
005633,11.00
005634,0.00
005635,7.67
005636,3.75
005637,22.50
005638,7.60
005639,37.00
005640,6.40
005641,0.00
005642,0.00
005643,1.00
005644,1.00
005645,0.00
005646,0.00
005647,1.00
005648,0.00
005649,0.00
005650,0.00
005651,1.00
005652,0.00
005653,2.50
005654,15.25
005655,12.50
005656,33.00
005657,14.00
005658,1.00
005659,4.33
005660,12.00
005661,11.00
005662,14.40
005663,12.33
005664,0.00
005665,0.00
005666,0.00
005667,3.00
005668,1.00
005669,0.00
005670,0.00
005671,1.00
005672,0.00
005673,1.00
005674,0.00
005675,5.00
005676,4.00
005677,16.40
005678,1.50
005679,1.00
005680,1.00
005681,1.00
005682,0.00
005683,1.00
005684,1.00
005685,6.00
005686,4.60
005687,1.22
005688,4.00
005689,21.00
005690,10.20
005691,5.50
005692,0.00
005693,0.00
005694,0.00
005695,0.00
005696,0.00
005697,18.00
005698,20.33
005699,1.00
005700,33.75
005701,133.00
005702,100.00
005703,11.83
005704,20.20
005705,41.00
005706,7.40
005707,6.75
005708,4.50
005709,5.67
005710,41.00
005711,11.50
005712,4.50
005713,0.00
005714,5.00
005715,9.00
005716,4.50
005717,0.00
005718,1.00
005719,0.00
005720,2.33
005721,7.00
005722,14.00
005723,23.00
005724,0.00
005725,31.00
005726,5.50
005727,38.40
005728,4.62
005729,14.78
005730,106.00
005731,9.50
005732,10.00
005733,11.06
005734,12.97
005735,13.05
005736,11.62
005737,13.75
005738,8.00
005739,12.36
005740,8.71
005741,14.25
005742,15.00
005743,12.46
005744,10.95
005745,14.29
005746,12.44
005747,14.96
005748,8.88
005749,9.61
005750,12.16
005751,18.17
005752,11.60
005753,15.03
005754,7.80
005755,12.29
005756,10.00
005757,16.70
005758,6.82
005759,9.15
005760,17.06
005761,10.25
005762,3.00
005763,15.67
005764,1.00
005765,2.00
005766,9.20
005767,16.50
005768,11.86
005769,17.75
005770,13.53
005771,23.75
005772,8.40
005773,17.50
005774,10.22
005775,3.29
005776,17.45
005777,17.89
005778,12.00
005779,7.40
005780,10.54
005781,13.13
005782,9.83
005783,20.25
005784,26.44
005785,27.17
005786,3.33
005787,0.00
005788,36.00
005789,0.00
005790,0.00
005791,1.00
005792,17.00
005793,8.33
005794,3.00
005795,5.20
005796,6.46
005797,18.75
005798,8.94
005799,11.64
005800,10.42
005801,52.00
005802,40.14
005803,23.12
005804,19.78
005805,11.46
005806,18.83
005807,37.40
005808,21.75
005809,6.78
005810,9.33
005811,76.00
005812,1.00
005813,0.00
005814,0.00
005815,0.00
005816,17.50
005817,28.75
005818,11.40
005819,12.00
005820,11.88
005821,49.00
005822,12.33
005823,45.00
005824,13.25
005825,31.00
005826,12.00
005827,21.33
005828,11.00
005829,17.60
005830,37.83
005831,20.20
005832,30.23
005833,30.50
005834,8.00
005835,7.00
005836,2.00
005837,20.00
005838,5.00
005839,12.00
005840,20.00
005841,50.00
005842,15.33
005843,15.00
005844,5.67
005845,6.00
005846,16.62
005847,17.11
005848,44.71
005849,31.50
005850,79.00
005851,22.75
005852,21.22
005853,11.64
005854,34.50
005855,4.17
005856,11.55
005857,13.89
005858,0.00
005859,0.00
005860,0.00
005861,0.00
005862,1.00
005863,0.00
005864,0.00
005865,8.50
005866,28.00
005867,14.00
005868,12.40
005869,22.33
005870,10.50
005871,15.33
005872,37.00
005873,18.38
005874,10.50
005875,31.33
005876,26.00
005877,13.60
005878,14.00
005879,18.00
005880,12.00
005881,4.67
005882,2.00
005883,66.00
005884,74.00
005885,0.00
005886,30.00
005887,0.00
005888,24.43
005889,12.12
005890,4.67
005891,14.57
005892,5.25
005893,19.30
005894,15.57
005895,12.33
005896,11.43
005897,4.89
005898,2.38
005899,16.00
005900,15.56
005901,27.88
005902,19.09
005903,13.00
005904,16.80
005905,10.86
005906,2.00
005907,0.00
005908,17.00
005909,3.00
005910,27.50
005911,0.00
005912,7.00
005913,3.25
005914,15.75
005915,10.88
005916,31.75
005917,14.41
005918,19.00
005919,8.00
005920,13.78
005921,13.46
005922,30.70
005923,9.78
005924,27.00
005925,12.42
005926,39.53
005927,24.64
005928,14.21
005929,7.20
005930,23.70
005931,0.00
005932,0.00
005933,0.00
005934,1.00
005935,0.00
005936,11.33
005937,0.00
005938,6.60
005939,21.14
005940,11.50
005941,9.80
005942,34.25
005943,14.71
005944,26.00
005945,9.38
005946,3.00
005947,11.62
005948,18.11
005949,4.75
005950,11.80
005951,7.00
005952,13.14
005953,30.00
005954,12.33
005955,32.00
005956,1.00
005957,32.00
005958,0.00
005959,0.00
005960,2.00
