# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,% 新工作階段
005218,66.67%
005219,33.33%
005220,100.00%
005221,0.00%
005222,0.00%
005223,100.00%
005224,0.00%
005225,100.00%
005226,0.00%
005227,50.00%
005228,0.00%
005229,0.00%
005230,100.00%
005231,100.00%
005232,80.00%
005233,100.00%
005234,0.00%
005235,0.00%
005236,0.00%
005237,0.00%
005238,100.00%
005239,0.00%
005240,100.00%
005241,0.00%
005242,100.00%
005243,0.00%
005244,100.00%
005245,0.00%
005246,50.00%
005247,100.00%
005248,100.00%
005249,0.00%
005250,0.00%
005251,100.00%
005252,100.00%
005253,100.00%
005254,0.00%
005255,100.00%
005256,0.00%
005257,100.00%
005258,0.00%
005259,0.00%
005260,100.00%
005261,100.00%
005262,0.00%
005263,0.00%
005264,100.00%
005265,0.00%
005266,0.00%
005267,33.33%
005268,0.00%
005269,0.00%
005270,0.00%
005271,0.00%
005272,0.00%
005273,0.00%
005274,0.00%
005275,0.00%
005276,0.00%
005277,50.00%
005278,0.00%
005279,0.00%
005280,66.67%
005281,0.00%
005282,0.00%
005283,0.00%
005284,0.00%
005285,100.00%
005286,0.00%
005287,0.00%
005288,0.00%
005289,0.00%
005290,0.00%
005291,100.00%
005292,50.00%
005293,100.00%
005294,50.00%
005295,0.00%
005296,0.00%
005297,0.00%
005298,100.00%
005299,50.00%
005300,0.00%
005301,0.00%
005302,0.00%
005303,50.00%
005304,100.00%
005305,100.00%
005306,0.00%
005307,0.00%
005308,0.00%
005309,0.00%
005310,0.00%
005311,100.00%
005312,100.00%
005313,100.00%
005314,100.00%
005315,66.67%
005316,0.00%
005317,66.67%
005318,0.00%
005319,0.00%
005320,0.00%
005321,0.00%
005322,100.00%
005323,0.00%
005324,0.00%
005325,100.00%
005326,0.00%
005327,100.00%
005328,0.00%
005329,0.00%
005330,100.00%
005331,0.00%
005332,0.00%
005333,0.00%
005334,0.00%
005335,50.00%
005336,100.00%
005337,0.00%
005338,0.00%
005339,100.00%
005340,0.00%
005341,0.00%
005342,0.00%
005343,0.00%
005344,0.00%
005345,66.67%
005346,66.67%
005347,0.00%
005348,0.00%
005349,0.00%
005350,33.33%
005351,66.67%
005352,66.67%
005353,50.00%
005354,0.00%
005355,0.00%
005356,0.00%
005357,0.00%
005358,0.00%
005359,0.00%
005360,0.00%
005361,100.00%
005362,0.00%
005363,100.00%
005364,0.00%
005365,0.00%
005366,100.00%
005367,0.00%
005368,66.67%
005369,100.00%
005370,100.00%
005371,0.00%
005372,100.00%
005373,80.00%
005374,0.00%
005375,0.00%
005376,0.00%
005377,0.00%
005378,0.00%
005379,100.00%
005380,0.00%
005381,0.00%
005382,100.00%
005383,100.00%
005384,100.00%
005385,100.00%
005386,80.00%
005387,93.33%
005388,100.00%
005389,94.74%
005390,91.67%
005391,55.56%
005392,77.78%
005393,100.00%
005394,83.33%
005395,80.00%
005396,62.50%
005397,55.56%
005398,75.00%
005399,66.67%
005400,33.33%
005401,100.00%
005402,100.00%
005403,0.00%
005404,100.00%
005405,0.00%
005406,100.00%
005407,0.00%
005408,50.00%
005409,0.00%
005410,66.67%
005411,50.00%
005412,25.00%
005413,71.43%
005414,0.00%
005415,100.00%
005416,75.00%
005417,60.00%
005418,50.00%
005419,75.00%
005420,100.00%
005421,80.00%
005422,0.00%
005423,50.00%
005424,66.67%
005425,0.00%
005426,100.00%
005427,0.00%
005428,100.00%
005429,0.00%
005430,0.00%
005431,0.00%
005432,0.00%
005433,100.00%
005434,50.00%
005435,0.00%
005436,50.00%
005437,0.00%
005438,100.00%
005439,60.00%
005440,100.00%
005441,91.67%
005442,20.00%
005443,75.00%
005444,50.00%
005445,50.00%
005446,66.67%
005447,66.67%
005448,75.00%
005449,0.00%
005450,80.00%
005451,0.00%
005452,100.00%
005453,0.00%
005454,0.00%
005455,0.00%
005456,66.67%
005457,0.00%
005458,50.00%
005459,100.00%
005460,25.00%
005461,100.00%
005462,33.33%
005463,66.67%
005464,66.67%
005465,80.00%
005466,0.00%
005467,33.33%
005468,50.00%
005469,100.00%
005470,62.50%
005471,100.00%
005472,75.00%
005473,0.00%
005474,100.00%
005475,0.00%
005476,0.00%
005477,100.00%
005478,0.00%
005479,0.00%
005480,0.00%
005481,100.00%
005482,50.00%
005483,66.67%
005484,50.00%
005485,40.00%
005486,50.00%
005487,42.86%
005488,100.00%
005489,91.67%
005490,100.00%
005491,16.67%
005492,55.56%
005493,37.50%
005494,33.33%
005495,66.67%
005496,85.71%
005497,50.00%
005498,0.00%
005499,0.00%
005500,100.00%
005501,50.00%
005502,50.00%
005503,66.67%
005504,77.78%
005505,75.00%
005506,72.73%
005507,75.00%
005508,33.33%
005509,62.50%
005510,50.00%
005511,67.57%
005512,92.11%
005513,50.00%
005514,0.00%
005515,100.00%
005516,62.50%
005517,64.29%
005518,50.00%
005519,0.00%
005520,20.00%
005521,0.00%
005522,100.00%
005523,100.00%
005524,0.00%
005525,100.00%
005526,50.00%
005527,0.00%
005528,66.67%
005529,100.00%
005530,100.00%
005531,66.67%
005532,0.00%
005533,60.00%
005534,66.67%
005535,33.33%
005536,50.00%
005537,0.00%
005538,0.00%
005539,100.00%
005540,0.00%
005541,16.67%
005542,75.00%
005543,50.00%
005544,0.00%
005545,100.00%
005546,100.00%
005547,0.00%
005548,0.00%
005549,0.00%
005550,100.00%
005551,0.00%
005552,100.00%
005553,80.00%
005554,87.50%
005555,50.00%
005556,0.00%
005557,96.67%
005558,50.00%
005559,50.00%
005560,40.00%
005561,75.00%
005562,100.00%
005563,50.00%
005564,83.33%
005565,50.00%
005566,66.67%
005567,0.00%
005568,50.00%
005569,0.00%
005570,0.00%
005571,0.00%
005572,0.00%
005573,0.00%
005574,100.00%
005575,100.00%
005576,100.00%
005577,83.33%
005578,100.00%
005579,75.00%
005580,75.00%
005581,75.00%
005582,33.33%
005583,50.00%
005584,100.00%
005585,66.67%
005586,100.00%
005587,66.67%
005588,33.33%
005589,53.85%
005590,60.00%
005591,100.00%
005592,0.00%
005593,50.00%
005594,0.00%
005595,100.00%
005596,100.00%
005597,0.00%
005598,0.00%
005599,0.00%
005600,0.00%
005601,100.00%
005602,50.00%
005603,0.00%
005604,0.00%
005605,100.00%
005606,0.00%
005607,0.00%
005608,100.00%
005609,100.00%
005610,100.00%
005611,100.00%
005612,100.00%
005613,100.00%
005614,66.67%
005615,50.00%
005616,100.00%
005617,66.67%
005618,0.00%
005619,33.33%
005620,0.00%
005621,0.00%
005622,100.00%
005623,100.00%
005624,100.00%
005625,0.00%
005626,0.00%
005627,50.00%
005628,85.71%
005629,0.00%
005630,50.00%
005631,33.33%
005632,0.00%
005633,100.00%
005634,0.00%
005635,100.00%
005636,25.00%
005637,50.00%
005638,60.00%
005639,0.00%
005640,0.00%
005641,0.00%
005642,0.00%
005643,100.00%
005644,100.00%
005645,0.00%
005646,0.00%
005647,50.00%
005648,0.00%
005649,0.00%
005650,0.00%
005651,100.00%
005652,0.00%
005653,50.00%
005654,25.00%
005655,100.00%
005656,0.00%
005657,100.00%
005658,0.00%
005659,66.67%
005660,100.00%
005661,83.33%
005662,40.00%
005663,100.00%
005664,0.00%
005665,0.00%
005666,0.00%
005667,0.00%
005668,100.00%
005669,0.00%
005670,0.00%
005671,100.00%
005672,0.00%
005673,0.00%
005674,0.00%
005675,100.00%
005676,50.00%
005677,100.00%
005678,50.00%
005679,50.00%
005680,66.67%
005681,100.00%
005682,0.00%
005683,100.00%
005684,66.67%
005685,60.00%
005686,40.00%
005687,77.78%
005688,0.00%
005689,100.00%
005690,0.00%
005691,50.00%
005692,0.00%
005693,0.00%
005694,0.00%
005695,0.00%
005696,0.00%
005697,0.00%
005698,66.67%
005699,100.00%
005700,50.00%
005701,100.00%
005702,100.00%
005703,100.00%
005704,40.00%
005705,0.00%
005706,80.00%
005707,75.00%
005708,50.00%
005709,16.67%
005710,100.00%
005711,50.00%
005712,0.00%
005713,0.00%
005714,100.00%
005715,0.00%
005716,0.00%
005717,0.00%
005718,100.00%
005719,0.00%
005720,33.33%
005721,0.00%
005722,66.67%
005723,0.00%
005724,0.00%
005725,0.00%
005726,50.00%
005727,60.00%
005728,50.00%
005729,55.56%
005730,100.00%
005731,66.67%
005732,75.00%
005733,81.09%
005734,82.30%
005735,82.56%
005736,70.59%
005737,47.22%
005738,75.00%
005739,64.29%
005740,100.00%
005741,75.00%
005742,78.57%
005743,72.97%
005744,65.00%
005745,57.14%
005746,78.12%
005747,61.54%
005748,64.71%
005749,64.29%
005750,64.86%
005751,66.67%
005752,63.33%
005753,60.00%
005754,53.33%
005755,47.06%
005756,57.14%
005757,47.83%
005758,64.71%
005759,55.56%
005760,43.75%
005761,25.00%
005762,0.00%
005763,66.67%
005764,33.33%
005765,0.00%
005766,80.00%
005767,50.00%
005768,42.86%
005769,100.00%
005770,47.06%
005771,41.67%
005772,40.00%
005773,50.00%
005774,55.56%
005775,57.14%
005776,45.45%
005777,11.11%
005778,0.00%
005779,60.00%
005780,38.46%
005781,53.33%
005782,33.33%
005783,25.00%
005784,55.56%
005785,16.67%
005786,66.67%
005787,0.00%
005788,0.00%
005789,0.00%
005790,0.00%
005791,100.00%
005792,100.00%
005793,50.00%
005794,50.00%
005795,100.00%
005796,53.85%
005797,50.00%
005798,70.59%
005799,63.64%
005800,75.00%
005801,33.33%
005802,28.57%
005803,0.00%
005804,55.56%
005805,30.77%
005806,75.00%
005807,40.00%
005808,62.50%
005809,33.33%
005810,33.33%
005811,100.00%
005812,100.00%
005813,0.00%
005814,0.00%
005815,0.00%
005816,0.00%
005817,100.00%
005818,40.00%
005819,33.33%
005820,75.00%
005821,100.00%
005822,0.00%
005823,50.00%
005824,100.00%
005825,57.14%
005826,83.33%
005827,0.00%
005828,53.85%
005829,30.00%
005830,66.67%
005831,80.00%
005832,61.54%
005833,100.00%
005834,0.00%
005835,100.00%
005836,0.00%
005837,100.00%
005838,0.00%
005839,0.00%
005840,66.67%
005841,0.00%
005842,50.00%
005843,57.14%
005844,66.67%
005845,33.33%
005846,37.50%
005847,88.89%
005848,100.00%
005849,87.50%
005850,0.00%
005851,50.00%
005852,44.44%
005853,54.55%
005854,75.00%
005855,50.00%
005856,54.55%
005857,66.67%
005858,0.00%
005859,0.00%
005860,0.00%
005861,0.00%
005862,100.00%
005863,0.00%
005864,0.00%
005865,30.00%
005866,60.00%
005867,60.00%
005868,40.00%
005869,0.00%
005870,50.00%
005871,77.78%
005872,50.00%
005873,37.50%
005874,75.00%
005875,33.33%
005876,50.00%
005877,40.00%
005878,60.00%
005879,20.00%
005880,33.33%
005881,44.44%
005882,100.00%
005883,0.00%
005884,100.00%
005885,0.00%
005886,0.00%
005887,0.00%
005888,71.43%
005889,62.50%
005890,100.00%
005891,57.14%
005892,75.00%
005893,40.00%
005894,42.86%
005895,22.22%
005896,42.86%
005897,77.78%
005898,50.00%
005899,66.67%
005900,33.33%
005901,62.50%
005902,45.45%
005903,83.33%
005904,80.00%
005905,57.14%
005906,0.00%
005907,0.00%
005908,0.00%
005909,100.00%
005910,100.00%
005911,0.00%
005912,100.00%
005913,75.00%
005914,62.50%
005915,75.00%
005916,75.00%
005917,58.82%
005918,50.00%
005919,28.57%
005920,55.56%
005921,76.92%
005922,50.00%
005923,33.33%
005924,50.00%
005925,58.33%
005926,66.67%
005927,36.36%
005928,63.16%
005929,80.00%
005930,40.00%
005931,0.00%
005932,0.00%
005933,0.00%
005934,100.00%
005935,0.00%
005936,66.67%
005937,0.00%
005938,40.00%
005939,57.14%
005940,75.00%
005941,70.00%
005942,50.00%
005943,14.29%
005944,33.33%
005945,75.00%
005946,100.00%
005947,37.50%
005948,55.56%
005949,62.50%
005950,20.00%
005951,42.86%
005952,28.57%
005953,0.00%
005954,33.33%
005955,0.00%
005956,50.00%
005957,100.00%
005958,0.00%
005959,0.00%
005960,100.00%
005961,0.00%
005962,0.00%
005963,16.67%
005964,0.00%
005965,50.00%
005966,0.00%
005967,33.33%
005968,22.22%
005969,50.00%
005970,42.86%
005971,11.11%
005972,50.00%
005973,33.33%
005974,66.67%
005975,37.50%
005976,40.00%
005977,33.33%
005978,0.00%
005979,0.00%
005980,100.00%
005981,0.00%
005982,0.00%
005983,0.00%
005984,100.00%
005985,0.00%
005986,0.00%
005987,66.67%
005988,66.67%
005989,25.00%
005990,58.33%
005991,50.00%
005992,40.00%
005993,60.00%
005994,11.11%
005995,20.00%
005996,41.67%
005997,63.64%
005998,14.29%
005999,31.25%
006000,40.00%
006001,66.67%
006002,0.00%
006003,0.00%
006004,0.00%
006005,100.00%
006006,50.00%
006007,50.00%
006008,0.00%
006009,40.00%
006010,36.36%
006011,66.67%
006012,20.00%
006013,75.00%
006014,78.57%
006015,57.89%
006016,43.75%
006017,62.50%
006018,47.06%
006019,35.00%
006020,32.00%
006021,42.86%
006022,34.78%
006023,53.33%
006024,52.50%
006025,52.94%
006026,55.56%
006027,100.00%
006028,100.00%
006029,66.67%
006030,53.85%
006031,38.10%
006032,54.17%
006033,46.88%
006034,51.61%
006035,38.46%
006036,43.75%
006037,51.16%
006038,36.67%
006039,28.57%
006040,52.63%
006041,54.55%
006042,46.67%
006043,45.45%
006044,30.77%
006045,44.00%
006046,68.75%
006047,33.33%
006048,42.86%
006049,50.00%
006050,75.00%
006051,0.00%
006052,100.00%
006053,100.00%
006054,0.00%
006055,100.00%
006056,50.00%
006057,20.00%
006058,9.09%
006059,40.00%
006060,66.67%
006061,0.00%
006062,40.00%
006063,50.00%
006064,55.56%
006065,50.00%
006066,25.00%
006067,50.00%
006068,16.67%
006069,37.50%
006070,33.33%
006071,20.00%
006072,0.00%
006073,100.00%
006074,0.00%
006075,0.00%
006076,0.00%
006077,0.00%
006078,0.00%
006079,50.00%
006080,85.71%
006081,0.00%
006082,33.33%
006083,0.00%
006084,75.00%
006085,0.00%
006086,66.67%
006087,66.67%
006088,0.00%
006089,100.00%
006090,50.00%
006091,50.00%
006092,27.27%
006093,20.00%
006094,25.00%
006095,50.00%
006096,50.00%
006097,50.00%
006098,50.00%
006099,0.00%
006100,0.00%
006101,100.00%
006102,0.00%
006103,0.00%
006104,0.00%
006105,50.00%
006106,28.57%
006107,100.00%
006108,33.33%
006109,0.00%
006110,50.00%
006111,33.33%
006112,100.00%
006113,33.33%
006114,0.00%
006115,50.00%
006116,20.00%
006117,0.00%
006118,0.00%
006119,50.00%
006120,0.00%
006121,0.00%
006122,100.00%
006123,100.00%
006124,0.00%
006125,0.00%
006126,100.00%
006127,0.00%
006128,0.00%
006129,100.00%
006130,100.00%
006131,100.00%
006132,100.00%
006133,0.00%
006134,100.00%
006135,100.00%
006136,0.00%
006137,100.00%
006138,0.00%
006139,100.00%
006140,50.00%
006141,50.00%
006142,100.00%
006143,100.00%
006144,0.00%
006145,66.67%
006146,100.00%
006147,0.00%
006148,0.00%
006149,0.00%
006150,0.00%
006151,100.00%
006152,100.00%
006153,50.00%
006154,0.00%
006155,0.00%
006156,0.00%
006157,83.33%
006158,0.00%
006159,100.00%
006160,0.00%
006161,0.00%
006162,0.00%
006163,0.00%
006164,50.00%
006165,0.00%
006166,66.67%
006167,0.00%
006168,0.00%
006169,100.00%
006170,25.00%
006171,50.00%
006172,0.00%
006173,0.00%
006174,100.00%
006175,0.00%
006176,100.00%
006177,100.00%
006178,100.00%
006179,0.00%
006180,0.00%
006181,0.00%
006182,0.00%
006183,100.00%
006184,100.00%
006185,0.00%
006186,100.00%
006187,100.00%
006188,0.00%
006189,100.00%
006190,0.00%
006191,0.00%
006192,0.00%
006193,100.00%
006194,0.00%
006195,0.00%
006196,0.00%
006197,100.00%
006198,0.00%
006199,0.00%
006200,0.00%
006201,0.00%
006202,0.00%
006203,0.00%
006204,75.00%
006205,50.00%
006206,0.00%
006207,100.00%
006208,0.00%
006209,100.00%
006210,100.00%
006211,100.00%
006212,0.00%
006213,100.00%
006214,100.00%
006215,100.00%
006216,33.33%
006217,50.00%
006218,0.00%
006219,0.00%
006220,0.00%
006221,0.00%
006222,0.00%
006223,33.33%
006224,0.00%
006225,75.00%
006226,0.00%
006227,0.00%
006228,0.00%
006229,66.67%
006230,100.00%
006231,100.00%
006232,66.67%
006233,33.33%
006234,50.00%
006235,0.00%
006236,0.00%
006237,50.00%
006238,42.86%
006239,0.00%
006240,50.00%
006241,0.00%
006242,0.00%
006243,0.00%
006244,0.00%
006245,100.00%
006246,0.00%
006247,0.00%
006248,100.00%
006249,100.00%
006250,0.00%
006251,50.00%
006252,50.00%
006253,50.00%
006254,100.00%
006255,0.00%
006256,0.00%
006257,100.00%
006258,33.33%
006259,0.00%
006260,100.00%
006261,0.00%
006262,0.00%
006263,0.00%
006264,33.33%
006265,100.00%
006266,0.00%
006267,0.00%
006268,0.00%
006269,0.00%
006270,100.00%
006271,0.00%
006272,0.00%
006273,0.00%
006274,0.00%
006275,100.00%
006276,66.67%
006277,100.00%
006278,100.00%
006279,100.00%
006280,100.00%
006281,66.67%
006282,0.00%
006283,100.00%
006284,50.00%
006285,25.00%
006286,25.00%
006287,75.00%
006288,0.00%
006289,0.00%
006290,100.00%
006291,0.00%
006292,0.00%
006293,0.00%
006294,0.00%
006295,0.00%
006296,0.00%
006297,100.00%
006298,100.00%
006299,25.00%
006300,100.00%
006301,0.00%
006302,100.00%
006303,100.00%
006304,0.00%
006305,50.00%
006306,50.00%
006307,50.00%
006308,66.67%
006309,80.00%
006310,100.00%
006311,100.00%
006312,33.33%
006313,100.00%
006314,71.43%
006315,0.00%
006316,0.00%
006317,0.00%
006318,0.00%
006319,100.00%
006320,100.00%
006321,0.00%
006322,42.86%
006323,50.00%
006324,62.50%
006325,33.33%
006326,25.00%
006327,50.00%
006328,40.00%
006329,66.67%
006330,35.71%
006331,44.44%
006332,22.22%
006333,45.45%
006334,33.33%
006335,40.00%
006336,50.00%
006337,83.33%
006338,0.00%
006339,100.00%
006340,0.00%
006341,0.00%
006342,50.00%
006343,28.57%
006344,57.89%
006345,53.33%
006346,64.29%
006347,60.00%
006348,50.00%
006349,36.36%
006350,70.00%
006351,42.86%
006352,40.00%
006353,66.67%
006354,33.33%
006355,33.33%
006356,25.00%
006357,18.18%
006358,66.67%
006359,66.67%
006360,50.00%
006361,0.00%
006362,100.00%
006363,0.00%
006364,0.00%
006365,0.00%
006366,0.00%
006367,40.00%
006368,25.00%
006369,14.29%
006370,57.14%
006371,72.73%
006372,20.00%
006373,50.00%
006374,50.00%
006375,42.86%
006376,60.00%
006377,54.55%
006378,33.33%
006379,0.00%
006380,42.86%
006381,38.46%
006382,62.50%
006383,40.00%
006384,60.00%
006385,0.00%
006386,0.00%
006387,100.00%
006388,0.00%
006389,0.00%
006390,0.00%
006391,50.00%
006392,33.33%
006393,57.14%
006394,72.73%
006395,50.00%
006396,33.33%
006397,37.50%
006398,44.44%
006399,33.33%
006400,46.15%
006401,50.00%
006402,33.33%
006403,0.00%
006404,20.00%
006405,28.57%
006406,40.00%
006407,80.00%
006408,57.14%
006409,0.00%
006410,0.00%
006411,0.00%
006412,0.00%
006413,0.00%
006414,0.00%
006415,50.00%
006416,100.00%
006417,100.00%
006418,50.00%
006419,66.67%
006420,50.00%
006421,0.00%
006422,50.00%
006423,60.00%
006424,75.00%
006425,50.00%
006426,42.86%
006427,57.14%
006428,80.00%
006429,40.00%
006430,62.50%
006431,33.33%
006432,100.00%
006433,0.00%
006434,50.00%
006435,0.00%
006436,0.00%
006437,0.00%
006438,0.00%
006439,100.00%
006440,60.00%
006441,66.67%
006442,83.33%
006443,71.43%
006444,14.29%
006445,66.67%
006446,80.00%
006447,25.00%
006448,66.67%
006449,100.00%
006450,100.00%
006451,0.00%
006452,0.00%
006453,0.00%
006454,33.33%
006455,50.00%
006456,50.00%
006457,100.00%
006458,100.00%
006459,0.00%
006460,0.00%
006461,0.00%
006462,100.00%
006463,0.00%
006464,0.00%
006465,0.00%
006466,100.00%
006467,100.00%
006468,0.00%
006469,0.00%
006470,37.50%
006471,35.71%
006472,50.00%
006473,40.00%
006474,25.00%
006475,0.00%
006476,22.22%
006477,50.00%
006478,66.67%
006479,0.00%
006480,33.33%
006481,0.00%
006482,100.00%
006483,0.00%
006484,0.00%
006485,0.00%
006486,0.00%
006487,100.00%
006488,0.00%
006489,100.00%
006490,50.00%
006491,0.00%
006492,0.00%
006493,0.00%
006494,0.00%
006495,0.00%
006496,0.00%
006497,100.00%
006498,100.00%
006499,25.00%
006500,80.00%
006501,66.67%
006502,28.57%
006503,33.33%
006504,25.00%
006505,50.00%
006506,0.00%
006507,0.00%
006508,100.00%
006509,0.00%
006510,0.00%
006511,0.00%
006512,66.67%
006513,50.00%
006514,100.00%
006515,66.67%
006516,25.00%
006517,0.00%
006518,33.33%
006519,0.00%
006520,50.00%
006521,100.00%
006522,66.67%
006523,100.00%
006524,50.00%
006525,60.00%
006526,37.50%
006527,25.00%
006528,33.33%
006529,0.00%
006530,0.00%
006531,0.00%
006532,0.00%
006533,0.00%
006534,100.00%
006535,0.00%
006536,50.00%
006537,50.00%
006538,100.00%
006539,75.00%
006540,25.00%
006541,80.00%
006542,66.67%
006543,50.00%
006544,100.00%
006545,71.43%
006546,80.00%
006547,100.00%
006548,66.67%
006549,25.00%
006550,25.00%
006551,100.00%
006552,25.00%
006553,33.33%
006554,100.00%
006555,0.00%
006556,100.00%
006557,0.00%
006558,100.00%
006559,50.00%
006560,50.00%
006561,50.00%
006562,50.00%
006563,60.00%
006564,100.00%
006565,50.00%
006566,100.00%
006567,75.00%
006568,83.33%
006569,40.00%
006570,50.00%
006571,100.00%
006572,83.33%
006573,75.00%
006574,70.00%
006575,100.00%
006576,62.50%
006577,0.00%
006578,0.00%
006579,0.00%
006580,0.00%
006581,0.00%
006582,0.00%
006583,0.00%
006584,0.00%
006585,50.00%
006586,33.33%
006587,70.00%
006588,80.00%
006589,66.67%
006590,66.67%
006591,83.33%
006592,50.00%
006593,100.00%
006594,25.00%
006595,60.00%
006596,0.00%
006597,28.57%
006598,87.50%
006599,100.00%
006600,75.00%
006601,0.00%
006602,100.00%
006603,0.00%
006604,0.00%
006605,0.00%
006606,100.00%
006607,100.00%
006608,100.00%
006609,75.00%
006610,50.00%
006611,100.00%
006612,33.33%
006613,50.00%
006614,0.00%
006615,100.00%
006616,75.00%
006617,66.67%
006618,66.67%
006619,50.00%
006620,50.00%
006621,100.00%
006622,66.67%
006623,60.00%
006624,100.00%
006625,0.00%
006626,83.33%
006627,0.00%
006628,0.00%
006629,0.00%
006630,0.00%
006631,100.00%
006632,100.00%
006633,100.00%
006634,0.00%
006635,50.00%
006636,100.00%
006637,0.00%
006638,80.00%
006639,75.00%
006640,0.00%
006641,50.00%
006642,50.00%
006643,100.00%
006644,100.00%
006645,0.00%
006646,100.00%
006647,66.67%
006648,100.00%
006649,0.00%
006650,100.00%
006651,100.00%
006652,0.00%
006653,0.00%
006654,0.00%
006655,0.00%
006656,100.00%
006657,0.00%
006658,100.00%
006659,50.00%
006660,100.00%
006661,66.67%
006662,100.00%
006663,33.33%
006664,100.00%
006665,100.00%
006666,66.67%
006667,66.67%
006668,66.67%
006669,85.71%
006670,100.00%
006671,80.00%
006672,100.00%
006673,100.00%
006674,0.00%
006675,0.00%
006676,0.00%
006677,100.00%
006678,0.00%
006679,0.00%
006680,0.00%
006681,0.00%
006682,100.00%
006683,50.00%
006684,100.00%
006685,100.00%
006686,66.67%
006687,33.33%
006688,100.00%
006689,66.67%
006690,66.67%
006691,100.00%
006692,0.00%
006693,100.00%
006694,100.00%
006695,75.00%
006696,100.00%
006697,0.00%
006698,0.00%
006699,0.00%
006700,0.00%
006701,0.00%
006702,0.00%
006703,0.00%
006704,100.00%
006705,100.00%
006706,100.00%
006707,0.00%
006708,50.00%
006709,0.00%
006710,66.67%
006711,75.00%
006712,66.67%
006713,100.00%
006714,100.00%
006715,100.00%
006716,100.00%
006717,50.00%
006718,33.33%
006719,66.67%
006720,100.00%
006721,100.00%
006722,100.00%
006723,0.00%
006724,0.00%
006725,0.00%
006726,0.00%
006727,0.00%
006728,100.00%
006729,0.00%
006730,100.00%
006731,0.00%
006732,50.00%
006733,100.00%
006734,85.71%
006735,100.00%
006736,100.00%
006737,66.67%
006738,50.00%
006739,0.00%
006740,0.00%
006741,100.00%
006742,50.00%
006743,100.00%
006744,100.00%
006745,100.00%
006746,100.00%
006747,0.00%
006748,0.00%
006749,0.00%
006750,0.00%
006751,0.00%
006752,100.00%
006753,75.00%
006754,100.00%
006755,60.00%
006756,0.00%
006757,80.00%
006758,100.00%
006759,100.00%
006760,100.00%
006761,80.00%
006762,100.00%
006763,100.00%
006764,100.00%
006765,50.00%
006766,75.00%
006767,100.00%
006768,100.00%
006769,100.00%
006770,100.00%
006771,100.00%
006772,0.00%
006773,0.00%
006774,0.00%
006775,0.00%
006776,100.00%
006777,100.00%
006778,0.00%
006779,0.00%
006780,100.00%
006781,100.00%
006782,81.82%
006783,50.00%
006784,100.00%
006785,50.00%
006786,80.00%
006787,50.00%
006788,100.00%
006789,100.00%
006790,100.00%
006791,100.00%
006792,50.00%
006793,0.00%
006794,100.00%
006795,0.00%
006796,100.00%
006797,100.00%
006798,100.00%
006799,100.00%
006800,0.00%
006801,100.00%
006802,100.00%
006803,100.00%
006804,100.00%
006805,100.00%
006806,0.00%
006807,80.00%
006808,0.00%
006809,100.00%
006810,100.00%
006811,0.00%
006812,100.00%
006813,0.00%
006814,33.33%
006815,100.00%
006816,0.00%
006817,100.00%
006818,100.00%
006819,100.00%
006820,100.00%
006821,100.00%
006822,0.00%
006823,100.00%
006824,0.00%
006825,0.00%
006826,0.00%
006827,0.00%
006828,100.00%
006829,0.00%
006830,0.00%
006831,100.00%
006832,75.00%
006833,50.00%
006834,0.00%
006835,0.00%
006836,100.00%
006837,100.00%
006838,100.00%
006839,75.00%
006840,100.00%
006841,100.00%
006842,100.00%
006843,0.00%
006844,100.00%
006845,0.00%
006846,0.00%
006847,100.00%
006848,100.00%
006849,0.00%
006850,100.00%
006851,100.00%
006852,0.00%
006853,100.00%
006854,83.33%
006855,100.00%
006856,100.00%
006857,80.00%
006858,100.00%
006859,100.00%
006860,100.00%
006861,100.00%
006862,66.67%
006863,100.00%
006864,100.00%
006865,0.00%
006866,100.00%
006867,0.00%
006868,0.00%
006869,100.00%
006870,0.00%
006871,0.00%
006872,0.00%
006873,100.00%
006874,100.00%
006875,66.67%
006876,66.67%
006877,100.00%
006878,100.00%
006879,80.00%
006880,100.00%
006881,100.00%
006882,0.00%
006883,100.00%
006884,100.00%
006885,75.00%
006886,66.67%
006887,100.00%
006888,0.00%
006889,0.00%
006890,100.00%
006891,0.00%
006892,100.00%
006893,0.00%
006894,0.00%
006895,100.00%
006896,100.00%
006897,0.00%
006898,100.00%
006899,100.00%
006900,71.43%
006901,66.67%
006902,100.00%
006903,100.00%
006904,100.00%
006905,66.67%
006906,50.00%
006907,100.00%
006908,0.00%
006909,0.00%
006910,100.00%
006911,50.00%
006912,50.00%
006913,50.00%
006914,100.00%
006915,100.00%
006916,0.00%
006917,0.00%
006918,100.00%
006919,100.00%
006920,0.00%
006921,100.00%
006922,100.00%
006923,100.00%
006924,66.67%
006925,100.00%
006926,100.00%
006927,100.00%
006928,100.00%
006929,100.00%
006930,0.00%
006931,0.00%
006932,80.00%
006933,66.67%
006934,100.00%
006935,80.00%
006936,100.00%
006937,100.00%
006938,0.00%
006939,100.00%
006940,0.00%
006941,100.00%
006942,100.00%
006943,100.00%
006944,0.00%
006945,100.00%
006946,0.00%
006947,80.00%
006948,100.00%
006949,0.00%
006950,100.00%
006951,100.00%
006952,100.00%
006953,100.00%
006954,100.00%
006955,100.00%
006956,100.00%
006957,100.00%
006958,100.00%
006959,42.86%
