# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,平均工作階段時間長度
001541,00:04:11
001542,00:00:00
001543,00:00:41
001544,00:06:09
001545,00:02:02
001546,00:00:27
001547,00:02:24
001548,00:03:16
001549,00:03:58
001550,00:03:26
001551,00:00:55
001552,00:00:42
001553,00:01:42
001554,00:04:04
001555,00:03:26
001556,00:01:29
001557,00:06:18
001558,00:02:29
001559,00:08:57
001560,00:02:30
001561,00:02:31
001562,00:00:00
001563,00:00:00
001564,00:00:00
001565,00:00:00
001566,00:00:00
001567,00:00:59
001568,00:02:41
001569,00:01:27
001570,00:04:07
001571,00:00:48
001572,00:04:04
001573,00:00:41
001574,00:08:08
001575,00:05:26
001576,00:34:18
001577,00:00:47
001578,00:03:43
001579,00:00:00
001580,00:04:28
001581,00:07:52
001582,00:00:16
001583,00:02:18
001584,00:03:24
001585,00:05:00
001586,00:00:41
001587,00:00:00
001588,00:00:00
001589,00:00:00
001590,00:04:05
001591,00:00:00
001592,00:00:00
001593,00:00:00
001594,00:03:32
001595,00:00:11
001596,00:04:05
001597,00:01:29
001598,00:05:44
001599,00:00:13
001600,00:00:03
001601,00:00:45
001602,00:00:19
001603,00:00:00
001604,00:04:36
001605,00:00:00
001606,00:02:44
001607,00:02:44
001608,00:03:08
001609,00:00:00
001610,00:00:00
001611,00:00:00
001612,00:00:00
001613,00:00:00
001614,00:00:00
001615,00:00:00
001616,00:01:57
001617,00:00:26
001618,00:00:00
001619,00:02:14
001620,00:01:44
001621,00:00:12
001622,00:05:52
001623,00:04:18
001624,00:10:08
001625,00:00:11
001626,00:03:48
001627,00:02:19
001628,00:06:41
001629,00:02:34
001630,00:01:06
001631,00:03:39
001632,00:07:14
001633,00:04:22
001634,00:00:30
001635,00:00:00
001636,00:00:00
001637,00:00:00
001638,00:00:43
001639,00:02:49
001640,00:03:20
001641,00:05:17
001642,00:03:44
001643,00:01:24
001644,00:09:18
001645,00:04:17
001646,00:03:09
001647,00:00:49
001648,00:03:49
001649,00:02:46
001650,00:01:00
001651,00:05:16
001652,00:01:51
001653,00:01:31
001654,00:03:26
001655,00:01:27
001656,00:03:30
001657,00:00:42
001658,00:10:53
001659,00:00:28
001660,00:01:07
001661,00:00:00
001662,00:00:00
001663,00:00:42
001664,00:08:25
001665,00:00:53
001666,00:02:06
001667,00:02:17
001668,00:03:28
001669,00:06:22
001670,00:01:01
001671,00:01:21
001672,00:01:29
001673,00:07:20
001674,00:00:40
001675,00:03:16
001676,00:03:58
001677,00:03:56
001678,00:04:06
001679,00:00:31
001680,00:01:45
001681,00:02:20
001682,00:00:30
001683,00:00:00
001684,00:00:00
001685,00:00:00
001686,00:00:00
001687,00:00:00
001688,00:12:30
001689,00:02:51
001690,00:02:52
001691,00:03:49
001692,00:03:49
001693,00:02:23
001694,00:00:34
001695,00:01:50
001696,00:00:10
001697,00:00:49
001698,00:01:34
001699,00:00:22
001700,00:03:07
001701,00:03:33
001702,00:00:44
001703,00:00:50
001704,00:02:41
001705,00:07:54
001706,00:00:15
001707,00:00:09
001708,00:00:00
001709,00:00:00
001710,00:00:00
001711,00:00:00
001712,00:27:21
001713,00:00:00
001714,00:07:22
001715,00:01:19
001716,00:00:00
001717,00:17:52
001718,00:02:38
001719,00:01:14
001720,00:00:07
001721,00:01:46
001722,00:00:00
001723,00:00:17
001724,00:01:52
001725,00:02:46
001726,00:03:43
001727,00:02:04
001728,00:00:14
001729,00:00:41
001730,00:00:00
001731,00:00:00
001732,00:00:00
001733,00:00:00
001734,00:00:00
001735,00:00:24
001736,00:01:09
001737,00:00:07
001738,00:00:16
001739,00:00:56
001740,00:04:42
001741,00:03:02
001742,00:00:00
001743,00:00:22
001744,00:01:17
001745,00:04:42
001746,00:00:00
001747,00:00:14
001748,00:00:56
001749,00:00:10
001750,00:04:44
001751,00:00:13
001752,00:01:42
001753,00:00:12
001754,00:00:00
001755,00:00:00
001756,00:00:00
001757,00:00:00
001758,00:00:45
001759,00:00:00
001760,00:18:33
001761,00:00:00
001762,00:00:00
001763,00:00:00
001764,00:01:45
001765,00:00:00
001766,00:00:58
001767,00:01:57
001768,00:04:00
001769,00:00:37
001770,00:00:44
001771,00:00:00
001772,00:00:32
001773,00:00:59
001774,00:00:00
001775,00:01:49
001776,00:01:03
001777,00:00:00
001778,00:00:00
001779,00:00:00
001780,00:00:00
001781,00:00:00
001782,00:00:00
001783,00:00:00
001784,00:00:00
001785,00:00:10
001786,00:00:00
001787,00:01:55
001788,00:00:00
001789,00:20:49
001790,00:04:55
001791,00:00:59
001792,00:02:14
001793,00:00:40
001794,00:00:00
001795,00:11:09
001796,00:09:09
001797,00:00:34
001798,00:00:33
001799,00:00:28
001800,00:00:00
001801,00:00:00
001802,00:00:00
001803,00:00:00
001804,00:00:00
001805,00:00:00
001806,00:00:00
001807,00:00:00
001808,00:00:24
001809,00:01:15
001810,00:01:15
001811,00:02:25
001812,00:00:37
001813,00:00:14
001814,00:00:00
001815,00:04:10
001816,00:00:00
001817,00:00:17
001818,00:00:03
001819,00:00:51
001820,00:01:16
001821,00:03:37
001822,00:00:15
001823,00:00:00
001824,00:00:14
001825,00:00:10
001826,00:00:00
001827,00:00:00
001828,00:00:00
001829,00:00:00
001830,00:00:00
001831,00:00:00
001832,00:00:00
001833,00:00:00
001834,00:01:53
001835,00:00:51
001836,00:01:42
001837,00:00:14
001838,00:00:00
001839,00:00:00
001840,00:19:34
001841,00:00:41
001842,00:00:44
001843,00:08:05
001844,00:01:33
001845,00:03:47
001846,00:01:13
001847,00:00:00
001848,00:01:07
001849,00:02:04
001850,00:00:00
001851,00:00:00
001852,00:00:00
001853,00:09:58
001854,00:00:00
001855,00:00:00
001856,00:00:00
001857,00:01:21
001858,00:00:10
001859,00:01:01
001860,00:04:05
001861,00:00:59
001862,00:00:00
001863,00:00:00
001864,00:00:00
001865,00:00:08
001866,00:01:53
001867,00:00:00
001868,00:00:32
001869,00:01:49
001870,00:00:19
001871,00:00:09
001872,00:00:02
001873,00:00:25
001874,00:00:00
001875,00:00:00
001876,00:00:00
001877,00:00:00
001878,00:00:00
001879,00:00:00
001880,00:01:20
001881,00:00:00
001882,00:00:00
001883,00:00:00
001884,00:00:00
001885,00:00:00
001886,00:00:00
001887,00:02:17
001888,00:00:00
001889,00:00:04
001890,00:08:51
001891,00:01:46
001892,00:02:16
001893,00:00:10
001894,00:00:00
001895,00:00:00
001896,00:00:07
001897,00:01:06
001898,00:00:00
001899,00:00:00
001900,00:00:00
001901,00:00:00
001902,00:00:00
001903,00:00:00
001904,00:00:00
001905,00:00:00
001906,00:00:00
001907,00:08:42
001908,00:06:39
001909,00:00:00
001910,00:00:00
001911,00:00:00
001912,00:00:00
001913,00:00:03
001914,00:00:20
001915,00:00:00
001916,00:00:00
001917,00:00:00
001918,00:00:00
001919,00:00:00
001920,00:00:00
001921,00:00:00
001922,00:00:00
001923,00:19:02
001924,00:00:00
001925,00:00:00
001926,00:00:00
001927,00:00:00
001928,00:00:00
001929,00:00:00
001930,00:00:00
001931,00:00:00
001932,00:00:00
001933,00:00:00
001934,00:00:00
001935,00:00:00
001936,00:00:00
001937,00:00:00
001938,00:00:00
001939,00:00:00
001940,00:04:39
001941,00:00:25
001942,00:00:22
001943,00:00:00
001944,00:00:00
001945,00:00:00
001946,00:00:00
001947,00:00:00
001948,00:00:00
001949,00:00:00
001950,00:00:00
001951,00:00:00
001952,00:00:00
001953,00:00:00
001954,00:00:00
001955,00:00:00
001956,00:00:00
001957,00:00:02
001958,00:00:00
001959,00:00:00
001960,00:00:00
001961,00:00:00
001962,00:00:00
001963,00:00:00
001964,00:00:00
001965,00:00:00
001966,00:04:10
001967,00:00:05
001968,00:00:00
001969,00:00:13
001970,00:00:00
001971,00:00:00
001972,00:00:00
001973,00:00:00
001974,00:00:00
001975,00:00:00
001976,00:00:22
001977,00:00:08
001978,00:00:10
001979,00:00:00
001980,00:00:53
001981,00:00:00
001982,00:00:00
001983,00:09:44
001984,00:00:00
001985,00:00:00
001986,00:00:00
001987,00:00:00
001988,00:00:00
001989,00:00:12
001990,00:00:00
001991,00:00:00
001992,00:00:00
001993,00:00:00
001994,00:00:00
001995,00:00:00
001996,00:00:00
001997,00:00:00
001998,00:00:00
001999,00:00:00
002000,00:00:00
002001,00:00:00
002002,00:00:58
002003,00:00:00
002004,00:00:00
002005,00:00:00
002006,00:00:00
002007,00:00:00
002008,00:00:00
002009,00:00:00
002010,00:00:57
002011,00:01:10
002012,00:00:00
002013,00:00:00
002014,00:00:00
002015,00:01:46
002016,00:13:10
002017,00:05:32
002018,00:00:00
002019,00:00:00
002020,00:00:00
002021,00:00:00
002022,00:00:00
002023,00:00:00
002024,00:00:00
002025,00:00:00
002026,00:00:00
002027,00:00:00
002028,00:00:00
002029,00:00:35
002030,00:00:00
002031,00:00:00
002032,00:00:00
002033,00:00:00
002034,00:00:00
002035,00:00:00
002036,00:00:10
002037,00:00:08
002038,00:02:47
002039,00:00:00
002040,00:00:04
002041,00:00:00
002042,00:00:00
002043,00:00:00
002044,00:00:00
002045,00:00:00
002046,00:00:00
002047,00:00:00
002048,00:00:00
002049,00:00:00
002050,00:00:00
002051,00:00:00
002052,00:00:00
002053,00:00:00
002054,00:00:32
002055,00:02:02
002056,00:05:42
002057,00:00:00
002058,00:00:00
002059,00:01:31
002060,00:00:00
002061,00:00:00
002062,00:00:24
002063,00:02:05
002064,00:00:00
002065,00:00:00
002066,00:00:00
002067,00:00:00
002068,00:00:00
002069,00:00:00
002070,00:00:00
002071,00:00:00
002072,00:00:00
002073,00:00:00
002074,00:00:00
002075,00:00:00
002076,00:00:04
002077,00:00:00
002078,00:00:31
002079,00:00:10
002080,00:00:00
002081,00:00:00
002082,00:00:16
002083,00:00:08
002084,00:00:00
002085,00:00:00
002086,00:00:00
002087,00:00:02
002088,00:00:00
002089,00:03:20
002090,00:00:00
002091,00:00:00
002092,00:00:00
002093,00:00:00
002094,00:00:00
002095,00:00:00
002096,00:00:00
002097,00:00:00
002098,00:00:00
002099,00:00:00
002100,00:00:00
002101,00:00:00
002102,00:00:35
002103,00:00:00
002104,00:00:00
002105,00:00:00
002106,00:00:00
002107,00:00:00
002108,00:00:00
002109,00:00:53
002110,00:00:00
002111,00:00:00
002112,00:01:13
002113,00:00:00
002114,00:00:00
002115,00:00:00
002116,00:00:00
002117,00:00:00
002118,00:00:00
002119,00:00:00
002120,00:00:00
002121,00:00:00
002122,00:00:00
002123,00:00:35
002124,00:00:00
002125,00:00:00
002126,00:00:00
002127,00:00:16
002128,00:00:00
002129,00:00:00
002130,00:00:00
002131,00:00:00
002132,00:00:00
002133,00:00:00
002134,00:00:00
002135,00:03:02
002136,00:00:00
002137,00:00:00
002138,00:00:00
002139,00:00:08
002140,00:00:00
002141,00:00:04
002142,00:00:00
002143,00:00:00
002144,00:00:00
002145,00:10:56
002146,00:15:00
002147,00:00:00
002148,00:00:00
002149,00:00:00
002150,00:00:00
002151,00:00:00
002152,00:00:08
002153,00:00:00
002154,00:00:00
002155,00:00:00
002156,00:00:00
002157,00:00:00
002158,00:00:00
002159,00:00:00
002160,00:01:01
002161,00:00:00
002162,00:00:00
002163,00:00:00
002164,00:00:00
002165,00:00:00
002166,00:00:00
002167,00:00:00
002168,00:00:00
002169,00:00:00
002170,00:00:00
002171,00:00:00
002172,00:00:00
002173,00:00:00
002174,00:00:55
002175,00:00:00
002176,00:00:00
002177,00:00:00
002178,00:00:00
002179,00:00:00
002180,00:00:00
002181,00:00:00
002182,00:00:00
002183,00:00:00
002184,00:00:00
002185,00:01:05
002186,00:00:00
002187,00:00:00
002188,00:00:00
002189,00:00:00
002190,00:00:00
002191,00:00:00
002192,00:00:18
002193,00:00:39
002194,00:00:37
002195,00:00:00
002196,00:00:00
002197,00:00:00
002198,00:00:00
002199,00:00:39
002200,00:00:14
002201,00:00:00
002202,00:00:00
002203,00:00:00
002204,00:00:00
002205,00:00:00
002206,00:00:25
002207,00:04:40
002208,00:00:00
002209,00:00:33
002210,00:00:00
002211,00:00:00
002212,00:00:00
002213,00:00:00
002214,00:00:00
002215,00:00:00
002216,00:00:00
002217,00:00:00
002218,00:00:00
002219,00:00:00
002220,00:00:00
002221,00:00:00
002222,00:00:00
002223,00:00:00
002224,00:00:00
002225,00:00:00
002226,00:01:42
002227,00:00:00
002228,00:00:00
002229,00:00:00
002230,00:00:00
002231,00:01:09
002232,00:01:40
002233,00:00:00
002234,00:00:00
002235,00:00:00
002236,00:00:00
002237,00:00:00
002238,00:00:00
002239,00:00:00
002240,00:09:35
002241,00:00:00
002242,00:00:00
002243,00:00:00
002244,00:00:00
002245,00:00:00
002246,00:00:00
002247,00:00:00
002248,00:00:00
002249,00:01:00
002250,00:00:00
002251,00:00:00
002252,00:00:00
002253,00:00:00
002254,00:00:00
002255,00:00:00
002256,00:00:00
002257,00:00:00
002258,00:00:00
002259,00:00:00
002260,00:00:00
002261,00:00:00
002262,00:00:00
002263,00:00:00
002264,00:00:00
002265,00:00:00
002266,00:00:00
002267,00:00:00
002268,00:00:44
002269,00:00:00
002270,00:00:00
002271,00:00:00
002272,00:00:00
002273,00:00:00
002274,00:00:55
002275,00:00:00
002276,00:00:38
002277,00:00:00
002278,00:00:00
002279,00:00:22
002280,00:00:00
002281,00:00:00
002282,00:00:00
002283,00:00:00
002284,00:00:00
002285,00:00:00
002286,00:00:00
002287,00:00:00
002288,00:00:00
002289,00:00:00
002290,00:00:00
002291,00:00:00
002292,00:00:00
002293,00:00:00
002294,00:00:00
002295,00:00:00
002296,00:00:00
002297,00:00:00
002298,00:02:37
002299,00:00:00
002300,00:00:00
002301,00:00:00
002302,00:00:00
002303,00:00:30
002304,00:00:00
002305,00:00:31
002306,00:00:00
002307,00:00:00
002308,00:00:00
002309,00:00:00
002310,00:00:00
002311,00:00:00
002312,00:00:00
002313,00:00:00
002314,00:00:00
002315,00:00:00
002316,00:00:00
002317,00:01:20
002318,00:00:00
002319,00:00:00
002320,00:00:00
002321,00:00:00
002322,00:00:00
002323,00:00:00
002324,00:00:00
002325,00:00:00
002326,00:00:00
002327,00:00:12
002328,00:00:00
002329,00:00:00
002330,00:00:00
002331,00:00:00
002332,00:00:00
002333,00:00:00
002334,00:00:00
002335,00:00:00
002336,00:00:00
002337,00:00:00
002338,00:00:00
002339,00:00:00
002340,00:00:00
002341,00:00:00
002342,00:00:00
002343,00:00:00
002344,00:00:00
002345,00:00:00
002346,00:00:00
002347,00:00:00
002348,00:00:00
002349,00:00:20
002350,00:00:00
002351,00:00:00
002352,00:00:00
002353,00:00:00
002354,00:00:00
002355,00:00:00
002356,00:00:00
002357,00:00:00
002358,00:00:00
002359,00:00:00
002360,00:00:00
002361,00:00:00
002362,00:00:08
002363,00:20:19
002364,00:00:00
002365,00:03:23
002366,00:00:19
002367,00:00:11
002368,00:00:00
002369,00:00:00
002370,00:00:00
002371,00:00:00
002372,00:00:00
002373,00:00:00
002374,00:04:55
002375,00:00:00
002376,00:00:00
002377,00:00:00
002378,00:00:00
002379,00:00:00
002380,00:00:00
002381,00:00:00
002382,00:00:00
002383,00:00:00
002384,00:00:00
002385,00:00:00
002386,00:00:00
002387,00:00:00
002388,00:00:00
002389,00:00:00
002390,00:00:00
002391,00:00:37
002392,00:00:00
002393,00:00:56
002394,00:02:14
002395,00:00:54
002396,00:00:21
002397,01:10:31
002398,00:01:46
002399,00:00:00
002400,00:02:04
002401,00:00:00
002402,00:00:00
002403,00:00:00
002404,00:00:00
002405,00:00:00
002406,00:00:00
002407,00:00:43
002408,00:00:00
002409,00:00:00
002410,00:00:00
002411,00:00:00
002412,00:00:00
002413,00:00:00
002414,00:00:00
002415,00:00:00
002416,00:00:00
002417,00:00:00
002418,00:00:00
002419,00:00:00
002420,00:05:44
002421,00:29:06
002422,00:00:55
002423,00:00:00
002424,00:00:00
002425,00:00:00
002426,00:00:00
002427,00:00:00
002428,00:00:00
002429,00:00:00
002430,00:00:00
002431,00:00:00
002432,00:00:00
002433,00:00:00
002434,00:00:00
002435,00:00:00
002436,00:00:00
002437,00:00:00
002438,00:00:00
002439,00:00:00
002440,00:00:00
002441,00:00:00
002442,00:00:00
002443,00:00:00
002444,00:00:00
002445,00:00:00
002446,00:00:00
002447,00:00:00
002448,00:00:00
002449,00:00:00
002450,00:00:00
002451,00:00:00
002452,00:00:00
002453,00:00:00
002454,00:00:00
002455,00:00:00
002456,00:00:00
002457,00:12:41
002458,00:00:00
002459,00:00:00
002460,00:00:00
002461,00:00:00
002462,00:00:00
002463,00:00:00
002464,00:00:00
002465,00:00:00
002466,00:00:00
002467,00:00:00
002468,00:00:00
002469,00:00:55
002470,00:00:00
002471,00:00:00
002472,00:00:00
002473,00:00:00
002474,00:00:00
002475,00:00:00
002476,00:00:00
002477,00:00:00
002478,00:00:00
002479,00:00:00
002480,00:00:00
002481,00:00:00
002482,00:00:00
002483,00:00:00
002484,00:00:00
002485,00:00:00
002486,00:00:00
002487,00:00:00
002488,00:00:00
002489,00:00:00
002490,00:00:00
002491,00:00:00
002492,00:28:30
002493,00:03:30
002494,00:00:00
002495,00:00:00
002496,00:00:00
002497,00:00:00
002498,00:00:00
002499,00:00:00
002500,00:00:00
002501,00:00:00
002502,00:00:00
002503,00:00:00
002504,00:00:00
002505,00:00:00
002506,00:06:44
002507,00:00:28
002508,00:00:00
002509,00:00:00
002510,00:00:00
002511,00:00:00
002512,00:00:00
002513,00:00:00
002514,00:00:07
002515,00:00:00
002516,00:00:00
002517,00:00:00
002518,00:00:00
002519,00:00:00
002520,00:00:00
002521,00:00:00
002522,00:00:00
002523,00:00:00
002524,00:00:00
002525,00:00:00
002526,00:00:15
002527,00:00:00
002528,00:00:00
002529,00:00:00
002530,00:00:00
002531,00:04:53
002532,00:00:00
002533,00:00:10
002534,00:01:45
002535,00:00:00
002536,00:01:02
002537,00:00:00
002538,00:00:00
002539,00:00:00
002540,00:00:00
002541,00:00:00
002542,00:00:00
002543,00:00:00
002544,00:00:00
002545,00:00:00
002546,00:00:00
002547,00:00:00
002548,00:00:00
002549,00:00:00
002550,00:00:00
002551,00:00:00
002552,00:00:00
002553,00:00:00
002554,00:00:00
002555,00:00:00
002556,00:00:00
002557,00:00:00
002558,00:00:00
002559,00:00:00
002560,00:00:00
002561,00:00:00
002562,00:00:00
002563,00:00:00
002564,00:07:02
002565,00:00:00
002566,00:19:11
002567,00:08:39
002568,00:00:00
002569,00:01:35
002570,00:00:00
002571,00:00:00
002572,00:00:00
002573,00:00:00
002574,00:00:00
002575,00:00:00
002576,00:00:48
002577,00:00:00
002578,00:00:00
002579,00:00:00
002580,00:00:00
002581,00:00:30
002582,00:00:00
002583,00:00:00
002584,00:00:00
002585,00:04:04
002586,00:00:00
002587,00:00:00
002588,00:00:00
002589,00:00:33
002590,00:00:00
002591,00:00:55
002592,00:00:00
002593,00:00:00
002594,00:00:00
002595,00:00:00
002596,00:00:00
002597,00:00:00
002598,00:00:00
002599,00:00:00
002600,00:00:00
002601,00:00:06
002602,00:00:00
002603,00:00:00
002604,00:00:00
002605,00:00:00
002606,00:00:00
002607,00:00:00
002608,00:00:00
002609,00:00:00
002610,00:00:00
002611,00:00:00
002612,00:00:00
002613,00:02:21
002614,00:00:00
002615,00:00:00
002616,00:00:00
002617,00:00:00
002618,00:00:00
002619,00:00:00
002620,00:00:00
002621,00:00:00
002622,00:00:00
002623,00:00:00
002624,00:00:00
002625,00:00:00
002626,00:00:00
002627,00:00:00
002628,00:00:00
002629,00:00:00
002630,00:00:00
002631,00:00:00
002632,00:02:02
002633,00:00:00
002634,00:00:00
002635,00:00:00
002636,00:00:00
002637,00:00:00
002638,00:00:00
002639,00:00:00
002640,00:00:00
002641,00:00:00
002642,00:00:00
002643,00:00:00
002644,00:00:00
002645,00:00:00
002646,00:00:00
002647,00:00:00
002648,00:00:00
002649,00:00:00
002650,00:00:00
002651,00:00:00
002652,00:00:00
002653,00:00:00
002654,00:00:35
002655,00:00:00
002656,00:00:00
002657,00:00:00
002658,00:00:00
002659,00:00:00
002660,00:00:00
002661,00:00:00
002662,00:00:00
002663,00:00:00
002664,00:00:00
002665,00:00:00
002666,00:00:00
002667,00:00:00
002668,00:00:00
002669,00:00:00
002670,00:00:00
002671,00:00:00
002672,00:00:00
002673,00:00:00
002674,00:21:35
002675,00:00:00
002676,00:00:00
002677,00:00:00
002678,00:00:00
002679,00:00:00
002680,00:00:00
002681,00:00:00
002682,00:00:00
002683,00:00:00
002684,00:01:26
002685,00:00:00
002686,00:00:00
002687,00:00:57
002688,00:00:20
002689,00:00:00
002690,00:00:00
002691,00:00:00
002692,00:00:00
002693,00:00:00
002694,00:00:14
002695,00:00:00
002696,00:00:00
002697,00:00:00
002698,00:00:00
002699,00:00:00
002700,00:00:00
002701,00:00:00
002702,00:00:00
002703,00:00:00
002704,00:06:18
002705,00:00:00
002706,00:00:00
002707,00:00:00
002708,00:00:00
002709,00:00:08
002710,00:00:00
002711,00:00:00
002712,00:00:00
002713,00:00:00
002714,00:00:00
002715,00:00:00
002716,00:00:00
002717,00:00:00
002718,00:00:00
002719,00:00:00
002720,00:00:00
002721,00:00:00
002722,00:00:00
002723,00:03:03
002724,00:00:00
002725,00:00:00
002726,00:00:00
002727,00:00:00
002728,00:00:00
002729,00:00:31
002730,00:00:00
002731,00:00:00
002732,00:00:00
002733,00:00:00
002734,00:02:59
002735,00:02:20
002736,00:00:00
002737,00:00:00
002738,00:00:00
002739,00:00:00
002740,00:00:00
002741,00:00:00
002742,00:00:00
002743,00:00:00
002744,00:00:00
002745,00:00:00
002746,00:00:00
002747,00:00:00
002748,00:00:00
002749,00:00:00
002750,00:00:00
002751,00:00:00
002752,00:00:00
002753,00:00:00
002754,00:00:07
002755,00:00:08
002756,00:00:00
002757,00:00:00
002758,00:00:00
002759,00:00:00
002760,00:00:00
002761,00:00:00
002762,00:00:00
002763,00:00:00
002764,00:00:00
002765,00:00:00
002766,00:00:00
002767,00:00:00
002768,00:00:00
002769,00:00:00
002770,00:00:00
002771,00:00:00
002772,00:00:00
002773,00:00:02
002774,00:17:10
002775,00:01:01
002776,00:00:00
002777,00:00:00
002778,00:00:00
002779,00:00:00
002780,00:00:00
002781,00:00:00
002782,00:00:00
002783,00:00:00
002784,00:00:22
002785,00:00:00
002786,00:00:00
002787,00:00:00
002788,00:00:00
002789,00:00:00
002790,00:00:00
002791,00:00:00
002792,00:00:00
002793,00:00:00
002794,00:00:00
002795,00:00:00
002796,00:00:00
002797,00:00:00
002798,00:00:00
002799,00:00:00
002800,00:00:00
002801,00:00:00
002802,00:00:53
002803,00:00:00
002804,00:00:14
002805,00:00:00
002806,00:00:00
002807,00:01:50
002808,00:00:00
002809,00:00:00
002810,00:00:25
002811,00:00:00
002812,00:00:00
002813,00:00:00
002814,00:00:00
002815,00:00:00
002816,00:00:00
002817,00:00:00
002818,00:00:00
002819,00:00:00
002820,00:00:00
002821,00:03:11
002822,00:00:00
002823,00:00:00
002824,00:00:00
002825,00:00:00
002826,00:00:00
002827,00:17:04
002828,00:00:00
002829,00:00:00
002830,00:00:09
002831,00:00:00
002832,00:00:00
002833,00:00:00
002834,00:00:00
002835,00:00:00
002836,00:00:00
002837,00:00:00
002838,00:00:00
002839,00:00:00
002840,00:00:00
002841,00:00:50
002842,00:00:00
002843,00:00:00
002844,00:00:00
002845,00:00:00
002846,00:00:00
002847,00:00:00
002848,00:00:00
002849,00:00:00
002850,00:00:33
002851,00:00:00
002852,00:00:00
002853,00:00:00
002854,00:00:00
002855,00:00:00
002856,00:00:00
002857,00:00:00
002858,00:00:00
002859,00:00:00
002860,00:00:00
002861,00:00:00
002862,00:00:15
002863,00:00:00
002864,00:00:00
002865,00:00:00
002866,00:00:27
002867,00:01:45
002868,00:00:00
002869,00:00:00
002870,00:00:52
002871,00:00:00
002872,00:00:17
002873,00:00:00
002874,00:00:00
002875,00:00:00
002876,00:00:00
002877,00:00:00
002878,00:00:00
002879,00:00:00
002880,00:00:00
002881,00:00:24
002882,00:00:00
002883,00:00:00
002884,00:00:00
002885,00:00:00
002886,00:00:00
002887,00:00:00
002888,00:00:00
002889,00:00:00
002890,00:00:00
002891,00:00:00
002892,00:00:00
002893,00:00:45
002894,00:02:30
002895,00:00:00
002896,00:00:00
002897,00:00:00
002898,00:00:00
002899,00:00:00
002900,00:00:00
002901,00:00:00
002902,00:00:00
002903,00:00:00
002904,00:00:00
002905,00:00:00
002906,00:00:00
002907,00:00:00
002908,00:00:00
002909,00:00:00
002910,00:00:00
002911,00:00:00
002912,00:01:18
002913,00:00:00
002914,00:00:00
002915,00:00:00
002916,00:00:00
002917,00:00:00
002918,00:00:00
002919,00:00:00
002920,00:00:31
002921,00:00:00
002922,00:00:00
002923,00:00:00
002924,00:00:00
002925,00:00:00
002926,00:00:00
002927,00:00:00
002928,00:00:00
002929,00:00:00
002930,00:00:00
002931,00:00:00
002932,00:00:59
002933,00:00:00
002934,00:00:00
002935,00:00:00
002936,00:00:00
002937,00:00:00
002938,00:00:00
002939,00:00:00
002940,00:00:00
002941,00:00:00
002942,00:00:00
002943,00:00:52
002944,00:00:00
002945,00:01:28
002946,00:00:00
002947,00:00:00
002948,00:00:00
002949,00:00:00
002950,00:01:07
002951,00:01:10
002952,00:00:00
002953,00:00:00
002954,00:00:00
002955,00:00:00
002956,00:00:00
002957,00:00:00
002958,00:00:00
002959,00:00:00
002960,00:00:00
002961,00:00:00
002962,00:00:00
002963,00:01:23
002964,00:00:00
002965,00:00:00
002966,00:01:11
002967,00:00:00
002968,00:00:00
002969,00:00:00
002970,00:00:00
002971,00:00:00
002972,00:00:00
002973,00:00:00
002974,00:00:00
002975,00:00:00
002976,00:00:00
002977,00:00:00
002978,00:00:00
002979,00:00:00
002980,00:00:00
002981,00:00:00
002982,00:00:00
002983,00:00:00
002984,00:00:00
002985,00:00:00
002986,00:00:00
002987,00:00:00
002988,00:00:00
002989,00:00:00
002990,00:00:54
002991,00:00:00
002992,00:00:00
002993,00:00:00
002994,00:00:00
002995,00:00:00
002996,00:03:57
002997,00:00:12
002998,00:00:00
002999,00:00:00
003000,00:00:49
003001,00:00:00
003002,00:00:55
003003,00:00:00
003004,00:00:00
003005,00:00:00
003006,00:00:00
003007,00:00:00
003008,00:00:00
003009,00:00:00
003010,00:00:00
003011,00:00:17
003012,00:00:00
003013,00:01:33
003014,00:00:43
003015,00:05:23
003016,00:00:00
003017,00:00:00
003018,00:00:00
003019,00:00:30
003020,00:00:00
003021,00:08:47
003022,00:00:45
003023,00:00:00
003024,00:00:00
003025,00:02:16
003026,00:00:27
003027,00:00:00
003028,00:00:00
003029,00:00:00
003030,00:00:04
003031,00:00:00
003032,00:00:00
003033,00:00:29
003034,00:00:39
003035,00:00:00
003036,00:00:00
003037,00:00:00
003038,00:00:43
003039,00:00:00
003040,00:00:00
003041,00:00:00
003042,00:00:00
003043,00:00:00
003044,00:00:00
003045,00:06:44
003046,00:00:00
003047,00:01:19
003048,00:00:02
003049,00:00:06
003050,00:00:00
003051,00:00:00
003052,00:00:00
003053,00:00:00
003054,00:00:00
003055,00:00:00
003056,00:00:00
003057,00:00:00
003058,00:00:00
003059,00:00:00
003060,00:00:00
003061,00:00:00
003062,00:00:00
003063,00:00:00
003064,00:00:00
003065,00:00:00
003066,00:00:00
003067,00:00:00
003068,00:00:00
003069,00:00:00
003070,00:00:00
003071,00:00:00
003072,00:00:00
003073,00:00:00
003074,00:00:00
003075,00:00:00
003076,00:00:00
003077,00:00:00
003078,00:00:00
003079,00:00:00
003080,00:00:00
003081,00:00:00
003082,00:00:00
003083,00:00:00
003084,00:00:00
003085,00:00:00
003086,00:00:00
003087,00:00:00
003088,00:00:00
